BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr8	143830000	143835000	chr8	144405000	144410000	0.12563395953237722	2.111212657236631
chr8	143835000	143840000	chr8	143915000	143920000	0.05177119531103456	3.6758347359905126
chr8	143835000	143840000	chr8	144790000	144795000	0.13951159802197055	2.111212657236631
chr8	143880000	143885000	chr8	144960000	144965000	0.16747385528594413	2.111212657236631
chr8	143935000	143940000	chr8	144090000	144095000	0.13047132813142295	2.599207668339954
chr8	143990000	143995000	chr8	144090000	144095000	0.01635630124938628	3.6758347359905126
chr8	144015000	144020000	chr8	144095000	144100000	0.027248176126459238	2.111212657236631
chr8	144050000	144055000	chr8	145060000	145065000	0.19614018778683118	2.111212657236631
chr8	144125000	144130000	chr8	144240000	144245000	0.006699611091424246	3.2
chr8	144125000	144130000	chr8	144325000	144330000	0.03309876064853245	3.6758347359905126
chr8	144465000	144470000	chr8	144790000	144795000	0.0351570995779455	2.111212657236631
chr8	144470000	144475000	chr8	144995000	145000000	0.0038146719503740676	2.111212657236631
chr8	144470000	144475000	chr8	144510000	144515000	0.045951712456749394	2.111212657236631
chr8	144520000	144525000	chr8	144790000	144795000	0.01635630124938628	2.599207668339954
chr8	144540000	144545000	chr8	144990000	144995000	0.038221771742139116	3.6758347359905126
chr8	144585000	144590000	chr8	144980000	144985000	0.16321922476131515	2.599207668339954
chr8	144810000	144815000	chr8	145000000	145005000	0.06662868794197985	3.2
chr8	144865000	144870000	chr8	144995000	145000000	0.004425155376810248	2.111212657236631
chr8	144905000	144910000	chr8	144990000	144995000	0.09163865302223811	2.599207668339954
chr9	10055000	10060000	chr9	10265000	10270000	0.05856165197224989	4.222425314473262
chr9	10370000	10375000	chr9	11315000	11320000	0.04371043396612894	3.6758347359905126
chr9	11875000	11880000	chr9	11950000	11955000	0.09691966703473033	2.111212657236631
chr9	12715000	12720000	chr9	13090000	13095000	8.417409893532457e-05	3.2
chr9	12720000	12725000	chr9	12820000	12825000	0.007533360485352691	2.111212657236631
chr9	13420000	13425000	chr9	14770000	14775000	0.009686501699256994	2.599207668339954
chr9	13425000	13430000	chr9	14425000	14430000	0.0017522497596119376	3.2
chr9	13430000	13435000	chr9	14350000	14355000	2.418131759981031e-05	3.6758347359905126
chr9	14465000	14470000	chr9	14765000	14770000	0.0005059967924630149	3.6758347359905126
chr9	14615000	14620000	chr9	14765000	14770000	2.418131759981031e-05	2.111212657236631
chr9	15210000	15215000	chr9	15410000	15415000	0.1840174594461247	5.198415336679908
chr9	15210000	15215000	chr9	15600000	15605000	0.05856165197224989	2.111212657236631
chr9	15210000	15215000	chr9	15625000	15630000	0.001990881408103199	3.2
chr9	15280000	15285000	chr9	15610000	15615000	0.023180727461752988	3.6758347359905126
chr9	15290000	15295000	chr9	15415000	15420000	0.007533360485352691	4.222425314473262
chr9	15440000	15445000	chr9	15485000	15490000	0.04371043396612894	3.6758347359905126
chr9	15470000	15475000	chr9	15540000	15545000	0.10468350275598996	2.599207668339954
chr9	15480000	15485000	chr9	15605000	15610000	0.06274589385283216	2.599207668339954
chr9	15840000	15845000	chr9	17460000	17465000	0.061529085128155796	2.111212657236631
chr9	15865000	15870000	chr9	16125000	16130000	0.002324165701096599	6.4
chr9	15865000	15870000	chr9	16640000	16645000	0.05194781891564097	3.2
chr9	15870000	15875000	chr9	17465000	17470000	0.0017522497596119376	2.111212657236631
chr9	16180000	16185000	chr9	17460000	17465000	0.07264148823881392	3.2
chr9	16280000	16285000	chr9	16645000	16650000	0.18754901719877606	2.599207668339954
chr9	16640000	16645000	chr9	16710000	16715000	0.023018512150516948	3.2
chr9	17060000	17065000	chr9	17460000	17465000	0.08597234116546025	2.111212657236631
chr9	17115000	17120000	chr9	17460000	17465000	0.003286446951434142	2.599207668339954
chr9	17530000	17535000	chr9	17795000	17800000	0.003286446951434142	3.2
chr9	17525000	17530000	chr9	18210000	18215000	0.004994201438642737	4.222425314473262
chr9	17535000	17540000	chr9	19025000	19030000	0.02727660731635178	2.111212657236631
chr9	17805000	17810000	chr9	18210000	18215000	1.5966291230851137e-05	2.599207668339954
chr9	17805000	17810000	chr9	19025000	19030000	0.07438308656088341	2.599207668339954
chr9	18250000	18255000	chr9	18820000	18825000	0.1608427737978741	2.111212657236631
chr9	18250000	18255000	chr9	19025000	19030000	9.952512530775337e-06	2.111212657236631
chr9	18255000	18260000	chr9	18435000	18440000	0.02727660731635178	2.111212657236631
chr9	18255000	18260000	chr9	19465000	19470000	0.188188675504679	5.571523605095194
chr9	18445000	18450000	chr9	19025000	19030000	0.004994201438642737	2.111212657236631
chr9	18550000	18555000	chr9	19590000	19595000	0.188188675504679	2.111212657236631
chr9	19045000	19050000	chr9	19455000	19460000	0.0025078219604826126	2.111212657236631
chr9	19060000	19065000	chr9	19175000	19180000	0.016012886798658733	6.4
chr9	19055000	19060000	chr9	19375000	19380000	0.07675468544975064	2.111212657236631
chr9	19085000	19090000	chr9	19170000	19175000	0.012491756601866532	2.599207668339954
chr9	19090000	19095000	chr9	19450000	19455000	0.013808358576980928	3.2
chr9	19175000	19180000	chr9	19450000	19455000	0.06900931458985955	3.2
chr9	19375000	19380000	chr9	19450000	19455000	0.000983640105656541	2.111212657236631
chr9	19470000	19475000	chr9	21120000	21125000	0.188188675504679	2.599207668339954
chr9	19490000	19495000	chr9	19910000	19915000	0.13308602797834698	5.198415336679908
chr9	19920000	19925000	chr9	21115000	21120000	8.482523770063644e-05	3.6758347359905126
chr9	19930000	19935000	chr9	20345000	20350000	0.015600441083649288	3.2
chr9	19925000	19930000	chr9	20620000	20625000	0.004994201438642737	2.599207668339954
chr9	19930000	19935000	chr9	20940000	20945000	1.5966291230851137e-05	2.599207668339954
chr9	19930000	19935000	chr9	20885000	20890000	0.188188675504679	3.2
chr9	19930000	19935000	chr9	21015000	21020000	0.188188675504679	4.222425314473262
chr9	20355000	20360000	chr9	20935000	20940000	0.0018076282608667882	3.2
chr9	20350000	20355000	chr9	21110000	21115000	0.008664590880539818	4.222425314473262
chr9	20360000	20365000	chr9	20615000	20620000	0.004287720648411626	3.2
chr9	20415000	20420000	chr9	20940000	20945000	0.188188675504679	3.2
chr9	20560000	20565000	chr9	20610000	20615000	0.15435752453873317	2.599207668339954
chr9	20625000	20630000	chr9	20935000	20940000	0.00040981196035914935	2.111212657236631
chr9	20625000	20630000	chr9	21110000	21115000	0.006983775000982437	2.599207668339954
chr9	20945000	20950000	chr9	21105000	21110000	0.12228823793899164	2.599207668339954
chr9	21185000	21190000	chr9	21790000	21795000	0.019411915235695902	2.111212657236631
chr9	21210000	21215000	chr9	21455000	21460000	0.1776746634812246	5.571523605095194
chr9	21215000	21220000	chr9	21785000	21790000	0.0016032753864509974	5.198415336679908
chr9	21235000	21240000	chr9	21315000	21320000	0.11306857947383958	3.2
chr9	21315000	21320000	chr9	21785000	21790000	0.0006394864628263911	3.2
chr9	21320000	21325000	chr9	21450000	21455000	0.0009199639468694768	2.111212657236631
chr9	21325000	21330000	chr9	21400000	21405000	7.083295392903977e-05	3.2
chr9	21465000	21470000	chr9	21785000	21790000	0.0016032753864509974	2.599207668339954
chr9	21810000	21815000	chr9	22040000	22045000	1.5966291230851137e-05	2.111212657236631
chr9	21815000	21820000	chr9	22115000	22120000	0.004287720648411626	4.222425314473262
chr9	21810000	21815000	chr9	22235000	22240000	3.0114599110753202e-05	3.2
chr9	21810000	21815000	chr9	22450000	22455000	8.655650818530554e-05	2.599207668339954
chr9	21815000	21820000	chr9	22010000	22015000	7.083295392903977e-05	6.4
chr9	22245000	22250000	chr9	22450000	22455000	0.02727660731635178	2.599207668339954
chr9	22750000	22755000	chr9	23000000	23005000	0.19335821079869775	2.111212657236631
chr9	22840000	22845000	chr9	23120000	23125000	0.12876937640532957	2.111212657236631
chr9	23145000	23150000	chr9	24225000	24230000	0.19335821079869775	2.111212657236631
chr9	24610000	24615000	chr9	25340000	25345000	0.07698472900777191	2.111212657236631
chr9	25960000	25965000	chr9	26325000	26330000	0.00041557468018532656	2.111212657236631
chr9	25960000	25965000	chr9	26610000	26615000	0.007278714911671276	2.111212657236631
chr9	26740000	26745000	chr9	26860000	26865000	0.0002646859158883317	3.2
chr9	26895000	26900000	chr9	26940000	26945000	0.07757518473213404	2.599207668339954
chr9	27035000	27040000	chr9	27275000	27280000	0.021235943310206763	2.599207668339954
chr9	27340000	27345000	chr9	27535000	27540000	1.291751611787184e-07	5.571523605095194
chr9	27725000	27730000	chr9	28070000	28075000	0.0005886523602820834	3.6758347359905126
chr9	28780000	28785000	chr9	29690000	29695000	0.16388806417653745	2.599207668339954
chr9	31115000	31120000	chr9	32250000	32255000	0.03408104092802688	3.2
chr9	31120000	31125000	chr9	31795000	31800000	0.05440463406923471	2.599207668339954
chr9	32375000	32380000	chr9	32575000	32580000	6.886926295912588e-08	2.111212657236631
chr9	32375000	32380000	chr9	32970000	32975000	2.2548187290131037e-05	2.599207668339954
chr9	32585000	32590000	chr9	32970000	32975000	5.042632357787902e-07	6.4
chr9	33080000	33085000	chr9	33225000	33230000	0.00015447266436394714	2.111212657236631
chr9	33400000	33405000	chr9	33460000	33465000	0.1421974952812252	2.599207668339954
chr9	33620000	33625000	chr9	33715000	33720000	7.607259118995457e-05	4.222425314473262
chr9	160000	165000	chr9	365000	370000	0.10311238724582493	3.6758347359905126
chr9	160000	165000	chr9	420000	425000	0.1811123383807934	3.6758347359905126
chr9	165000	170000	chr9	310000	315000	0.005251272340836244	3.2
chr9	170000	175000	chr9	285000	290000	0.05066123317699642	2.599207668339954
chr9	215000	220000	chr9	270000	275000	0.09911892376808489	2.111212657236631
chr9	385000	390000	chr9	1005000	1010000	0.0573320933699619	2.111212657236631
chr9	605000	610000	chr9	1670000	1675000	0.1811123383807934	2.111212657236631
chr9	610000	615000	chr9	805000	810000	0.0053218113367765295	2.111212657236631
chr9	610000	615000	chr9	1000000	1005000	7.91716139820764e-05	2.111212657236631
chr9	610000	615000	chr9	1600000	1605000	0.17876093907399207	2.111212657236631
chr9	615000	620000	chr9	885000	890000	0.12234094699201098	2.599207668339954
chr9	890000	895000	chr9	1000000	1005000	2.207029455125742e-05	2.111212657236631
chr9	1015000	1020000	chr9	1605000	1610000	0.04628016300270209	2.111212657236631
chr9	1345000	1350000	chr9	2540000	2545000	0.14763955574786364	2.111212657236631
chr9	1375000	1380000	chr9	2355000	2360000	0.012915339599677838	2.111212657236631
chr9	1460000	1465000	chr9	1600000	1605000	2.949863913404016e-05	2.111212657236631
chr9	1460000	1465000	chr9	1860000	1865000	0.093618882502792	4.222425314473262
chr9	1465000	1470000	chr9	1935000	1940000	0.02189081839336121	3.2
chr9	1715000	1720000	chr9	2085000	2090000	0.13415389548595152	3.6758347359905126
chr9	1720000	1725000	chr9	1945000	1950000	0.0698510625133945	3.6758347359905126
chr9	1725000	1730000	chr9	1845000	1850000	0.1962950861758056	3.6758347359905126
chr9	1750000	1755000	chr9	1935000	1940000	0.14763955574786364	2.599207668339954
chr9	1875000	1880000	chr9	1930000	1935000	0.00014599445631514803	2.111212657236631
chr9	1875000	1880000	chr9	2010000	2015000	0.11370333324482187	2.599207668339954
chr9	1875000	1880000	chr9	2050000	2055000	0.02189081839336121	2.111212657236631
chr9	1940000	1945000	chr9	2010000	2015000	0.045447014893119135	3.2
chr9	2030000	2035000	chr9	2830000	2835000	0.17212685817646356	3.2
chr9	2130000	2135000	chr9	2725000	2730000	0.008969992971792528	2.111212657236631
chr9	2130000	2135000	chr9	2825000	2830000	0.013682947564383652	6.4
chr9	2190000	2195000	chr9	2830000	2835000	0.07539116516000326	3.2
chr9	2215000	2220000	chr9	2725000	2730000	0.19823565720112393	3.6758347359905126
chr9	2470000	2475000	chr9	2725000	2730000	0.16994398794745824	2.599207668339954
chr9	2855000	2860000	chr9	3440000	3445000	0.1799424432046332	3.2
chr9	2855000	2860000	chr9	4330000	4335000	0.03822048960408757	2.599207668339954
chr9	2855000	2860000	chr9	4365000	4370000	0.00014599445631514803	3.6758347359905126
chr9	2860000	2865000	chr9	4290000	4295000	0.13659504873914577	2.111212657236631
chr9	2865000	2870000	chr9	3175000	3180000	0.0028020192377257364	2.599207668339954
chr9	2960000	2965000	chr9	4290000	4295000	0.16994398794745824	2.111212657236631
chr9	3235000	3240000	chr9	3440000	3445000	2.207029455125742e-05	2.599207668339954
chr9	3460000	3465000	chr9	4110000	4115000	0.14763955574786364	3.6758347359905126
chr9	3460000	3465000	chr9	4225000	4230000	0.19823565720112393	2.111212657236631
chr9	3465000	3470000	chr9	3725000	3730000	0.05066123317699642	2.599207668339954
chr9	3475000	3480000	chr9	3520000	3525000	0.00014599445631514803	2.111212657236631
chr9	3730000	3735000	chr9	4365000	4370000	0.01744142899530598	3.2
chr9	3735000	3740000	chr9	4115000	4120000	0.01744142899530598	2.599207668339954
chr9	3735000	3740000	chr9	4220000	4225000	0.1528343501097987	2.599207668339954
chr9	3735000	3740000	chr9	4330000	4335000	0.06885012014978276	2.599207668339954
chr9	4310000	4315000	chr9	4370000	4375000	0.05399955218645265	2.111212657236631
chr9	4380000	4385000	chr9	4590000	4595000	0.10062211799020727	2.599207668339954
chr9	4380000	4385000	chr9	4630000	4635000	0.06248113592787234	2.599207668339954
chr9	4380000	4385000	chr9	4660000	4665000	0.0921973692098535	2.599207668339954
chr9	4380000	4385000	chr9	4740000	4745000	0.04500104820219986	2.599207668339954
chr9	4385000	4390000	chr9	4455000	4460000	0.16994398794745824	2.111212657236631
chr9	4385000	4390000	chr9	4490000	4495000	0.0644045236276507	2.111212657236631
chr9	4385000	4390000	chr9	4545000	4550000	0.004788673165696704	3.2
chr9	4480000	4485000	chr9	5845000	5850000	0.09809756735461106	2.599207668339954
chr9	4600000	4605000	chr9	5600000	5605000	0.1787586732929103	3.6758347359905126
chr9	4670000	4675000	chr9	5605000	5610000	0.021574382135722915	3.2
chr9	4695000	4700000	chr9	5790000	5795000	0.1280374018118468	2.111212657236631
chr9	4755000	4760000	chr9	4985000	4990000	0.0006151326331387898	2.599207668339954
chr9	4755000	4760000	chr9	5070000	5075000	0.05815644497063384	2.111212657236631
chr9	4755000	4760000	chr9	5260000	5265000	0.09943307943084748	3.2
chr9	4755000	4760000	chr9	5430000	5435000	0.0006834827854004466	2.599207668339954
chr9	4755000	4760000	chr9	5600000	5605000	0.0001338013917922939	2.599207668339954
chr9	4760000	4765000	chr9	4925000	4930000	0.06248113592787234	2.111212657236631
chr9	4795000	4800000	chr9	5600000	5605000	0.0679775941880413	2.111212657236631
chr9	4800000	4805000	chr9	4985000	4990000	0.1845212136639906	2.599207668339954
chr9	4930000	4935000	chr9	5440000	5445000	0.11801274415338327	2.111212657236631
chr9	4995000	5000000	chr9	5430000	5435000	0.047832057385641266	4.222425314473262
chr9	4985000	4990000	chr9	5595000	5600000	0.021574382135722915	2.599207668339954
chr9	5070000	5075000	chr9	5430000	5435000	0.0006151326331387898	2.599207668339954
chr9	5070000	5075000	chr9	5595000	5600000	0.004374710623833269	2.111212657236631
chr9	5135000	5140000	chr9	5600000	5605000	0.17212685817646356	2.599207668339954
chr9	5450000	5455000	chr9	5515000	5520000	0.05399955218645265	2.599207668339954
chr9	5450000	5455000	chr9	5585000	5590000	2.077204618977646e-05	3.2
chr9	5510000	5515000	chr9	5575000	5580000	0.04080601390938514	3.6758347359905126
chr9	5640000	5645000	chr9	5700000	5705000	0.018359488304166928	3.2
chr9	5885000	5890000	chr9	6050000	6055000	0.0016247290864521424	2.111212657236631
chr9	5880000	5885000	chr9	6305000	6310000	0.0031292817782217304	2.111212657236631
chr9	6055000	6060000	chr9	6305000	6310000	2.207029455125742e-05	2.111212657236631
chr9	6055000	6060000	chr9	6565000	6570000	0.039102661878071925	2.111212657236631
chr9	6355000	6360000	chr9	6560000	6565000	8.151605292527897e-05	3.6758347359905126
chr9	6350000	6355000	chr9	6665000	6670000	0.05066123317699642	2.599207668339954
chr9	6355000	6360000	chr9	6485000	6490000	0.17028240472756587	3.2
chr9	6580000	6585000	chr9	6735000	6740000	0.02931154237062223	2.111212657236631
chr9	6585000	6590000	chr9	6665000	6670000	7.970740432883261e-05	2.599207668339954
chr9	6900000	6905000	chr9	7530000	7535000	0.18908971276878933	2.111212657236631
chr9	7050000	7055000	chr9	7535000	7540000	0.005940761662602418	2.111212657236631
chr9	7570000	7575000	chr9	8890000	8895000	0.10198756353386851	3.2
chr9	7565000	7570000	chr9	9355000	9360000	0.05477755072986151	2.599207668339954
chr9	8030000	8035000	chr9	8100000	8105000	0.16994398794745824	2.599207668339954
chr9	9015000	9020000	chr9	9305000	9310000	0.19823565720112393	2.111212657236631
chr9	9605000	9610000	chr9	9935000	9940000	0.0053218113367765295	5.198415336679908
chr9	9605000	9610000	chr9	9785000	9790000	0.0003592075682454521	2.111212657236631
chr9	33295000	33300000	chr9	34050000	34055000	0.07548822160835464	2.599207668339954
chr9	33395000	33400000	chr9	34555000	34560000	0.165348850601892	2.111212657236631
chr9	33440000	33445000	chr9	34525000	34530000	0.1732541780887966	2.599207668339954
chr9	33490000	33495000	chr9	34230000	34235000	0.16496922767815186	2.111212657236631
chr9	33555000	33560000	chr9	34065000	34070000	0.15992353362671066	2.111212657236631
chr9	33575000	33580000	chr9	34410000	34415000	0.030873445697471923	2.111212657236631
chr9	33585000	33590000	chr9	34465000	34470000	0.19610122425810728	2.599207668339954
chr9	33610000	33615000	chr9	34370000	34375000	0.19948527977512232	2.111212657236631
chr9	33620000	33625000	chr9	34065000	34070000	0.17872069509777172	2.111212657236631
chr9	33620000	33625000	chr9	34295000	34300000	0.07548822160835464	2.111212657236631
chr9	33625000	33630000	chr9	34100000	34105000	0.16207577589300604	2.111212657236631
chr9	33630000	33635000	chr9	34550000	34555000	0.11024444847531087	2.111212657236631
chr9	33650000	33655000	chr9	34360000	34365000	0.1590124349965848	2.111212657236631
chr9	33785000	33790000	chr9	34250000	34255000	0.15315830220715465	2.599207668339954
chr9	33815000	33820000	chr9	34375000	34380000	0.10253954620473878	2.111212657236631
chr9	34005000	34010000	chr9	34250000	34255000	0.053747153406147226	3.2
chr9	34310000	34315000	chr9	36195000	36200000	0.11370987220858766	2.111212657236631
chr9	34320000	34325000	chr9	35635000	35640000	0.1722100576768775	2.111212657236631
chr9	34330000	34335000	chr9	34375000	34380000	0.014149446940785895	2.111212657236631
chr9	34405000	34410000	chr9	34595000	34600000	0.0009050054773999938	4.222425314473262
chr9	34400000	34405000	chr9	34500000	34505000	0.0773430842724112	2.111212657236631
chr9	34435000	34440000	chr9	34500000	34505000	0.0035593257108648174	2.111212657236631
chr9	34425000	34430000	chr9	34590000	34595000	0.0052658524453214435	3.6758347359905126
chr9	34455000	34460000	chr9	35735000	35740000	0.18189987892231782	2.111212657236631
chr9	34510000	34515000	chr9	34585000	34590000	0.07298856025209954	2.599207668339954
chr9	34550000	34555000	chr9	34590000	34595000	0.055317119141933165	2.111212657236631
chr9	34655000	34660000	chr9	35600000	35605000	0.15587811706557986	3.2
chr9	34650000	34655000	chr9	35085000	35090000	0.1720338432501758	5.198415336679908
chr9	34650000	34655000	chr9	35735000	35740000	0.17846188118443523	2.111212657236631
chr9	34685000	34690000	chr9	35555000	35560000	0.1590124349965848	4.525483399593905
chr9	34720000	34725000	chr9	34830000	34835000	0.017913577444567737	2.111212657236631
chr9	34730000	34735000	chr9	36270000	36275000	0.17015408834483556	2.111212657236631
chr9	34735000	34740000	chr9	35970000	35975000	0.19731229042341655	2.111212657236631
chr9	34745000	34750000	chr9	35540000	35545000	0.1590124349965848	2.599207668339954
chr9	34765000	34770000	chr9	35550000	35555000	0.165348850601892	1.8379173679952563
chr9	34770000	34775000	chr9	36005000	36010000	0.16496922767815186	2.111212657236631
chr9	34790000	34795000	chr9	35865000	35870000	0.07032031057754307	2.111212657236631
chr9	34875000	34880000	chr9	35865000	35870000	0.17846188118443523	2.111212657236631
chr9	34875000	34880000	chr9	35965000	35970000	0.1900294219186434	2.111212657236631
chr9	34900000	34905000	chr9	34980000	34985000	0.0029053593525045175	2.111212657236631
chr9	34895000	34900000	chr9	35050000	35055000	0.00821772184943521	2.111212657236631
chr9	34895000	34900000	chr9	35095000	35100000	0.0029968142342934674	2.111212657236631
chr9	34895000	34900000	chr9	35470000	35475000	0.09157186366251863	3.6758347359905126
chr9	34940000	34945000	chr9	36065000	36070000	0.11618185789679143	2.111212657236631
chr9	34980000	34985000	chr9	35475000	35480000	0.165348850601892	2.111212657236631
chr9	34990000	34995000	chr9	35100000	35105000	0.12373361378130576	2.599207668339954
chr9	34995000	35000000	chr9	35055000	35060000	0.14511938086424514	2.599207668339954
chr9	35065000	35070000	chr9	35700000	35705000	0.1720338432501758	2.111212657236631
chr9	35090000	35095000	chr9	35730000	35735000	0.050691561796783954	5.198415336679908
chr9	35105000	35110000	chr9	35645000	35650000	0.04595339678468381	2.111212657236631
chr9	35105000	35110000	chr9	35605000	35610000	0.015441000613492474	3.2
chr9	35120000	35125000	chr9	35470000	35475000	4.045262717462528e-06	2.599207668339954
chr9	35115000	35120000	chr9	35555000	35560000	0.005756694139104415	2.111212657236631
chr9	35125000	35130000	chr9	35255000	35260000	0.0018701452953939703	4.222425314473262
chr9	35125000	35130000	chr9	35405000	35410000	0.0511550797671186	3.2
chr9	35130000	35135000	chr9	35515000	35520000	0.18321170913033918	2.111212657236631
chr9	35365000	35370000	chr9	36285000	36290000	0.13214448764741532	2.111212657236631
chr9	35605000	35610000	chr9	35730000	35735000	0.021765472808087827	2.111212657236631
chr9	35670000	35675000	chr9	35715000	35720000	0.054028407677800136	3.2
chr9	35740000	35745000	chr9	35815000	35820000	0.14035778960347908	2.599207668339954
chr9	35740000	35745000	chr9	35880000	35885000	0.16496922767815186	2.599207668339954
chr9	35785000	35790000	chr9	35880000	35885000	0.001589009557416646	2.599207668339954
chr9	35825000	35830000	chr9	35880000	35885000	0.0005213350617467757	2.111212657236631
chr9	35905000	35910000	chr9	36020000	36025000	0.1720338432501758	2.111212657236631
chr9	35955000	35960000	chr9	36020000	36025000	0.002806427801502163	2.111212657236631
chr9	35955000	35960000	chr9	36165000	36170000	0.01588680801273724	2.111212657236631
chr9	36100000	36105000	chr9	36165000	36170000	3.155847980537165e-05	2.111212657236631
chr9	36200000	36205000	chr9	36330000	36335000	0.1722100576768775	2.599207668339954
chr9	36245000	36250000	chr9	36330000	36335000	0.03074153070706281	2.111212657236631
chr9	36245000	36250000	chr9	37455000	37460000	0.14642801359759544	2.111212657236631
chr9	36390000	36395000	chr9	37455000	37460000	0.1590124349965848	2.599207668339954
chr9	36390000	36395000	chr9	37565000	37570000	0.18362548493942168	2.599207668339954
chr9	36405000	36410000	chr9	36555000	36560000	4.190159858658432e-07	2.111212657236631
chr9	36410000	36415000	chr9	36725000	36730000	0.1056261116246733	3.6758347359905126
chr9	36420000	36425000	chr9	37820000	37825000	0.15315830220715465	2.599207668339954
chr9	36450000	36455000	chr9	36555000	36560000	0.010247805261844592	2.111212657236631
chr9	36475000	36480000	chr9	37490000	37495000	0.19610122425810728	2.599207668339954
chr9	36490000	36495000	chr9	36550000	36555000	0.11772066558317855	2.111212657236631
chr9	36515000	36520000	chr9	37745000	37750000	0.1590124349965848	2.111212657236631
chr9	36630000	36635000	chr9	36725000	36730000	0.013215447026449471	2.111212657236631
chr9	36705000	36710000	chr9	37490000	37495000	0.19823670435939467	2.111212657236631
chr9	36710000	36715000	chr9	37820000	37825000	0.16403018607737735	2.111212657236631
chr9	36730000	36735000	chr9	37330000	37335000	0.19948527977512232	2.111212657236631
chr9	36740000	36745000	chr9	37620000	37625000	0.05938640044544604	2.111212657236631
chr9	36750000	36755000	chr9	37820000	37825000	0.04305488992973852	2.111212657236631
chr9	36770000	36775000	chr9	38130000	38135000	0.19798809318809332	2.111212657236631
chr9	36795000	36800000	chr9	37345000	37350000	0.08108864013895814	3.2
chr9	36790000	36795000	chr9	37490000	37495000	0.18490092281273682	2.599207668339954
chr9	36790000	36795000	chr9	38450000	38455000	0.1193191230562944	2.111212657236631
chr9	36795000	36800000	chr9	37430000	37435000	0.10399853755165246	3.6758347359905126
chr9	36795000	36800000	chr9	37730000	37735000	0.1948292406098007	3.6758347359905126
chr9	36800000	36805000	chr9	38095000	38100000	0.12719979796000483	2.111212657236631
chr9	36800000	36805000	chr9	38175000	38180000	0.07548822160835464	2.111212657236631
chr9	36815000	36820000	chr9	37615000	37620000	0.03776448258384669	2.111212657236631
chr9	36825000	36830000	chr9	38295000	38300000	0.08213378746098297	3.2
chr9	36855000	36860000	chr9	38495000	38500000	0.08371707908447855	2.111212657236631
chr9	36865000	36870000	chr9	37420000	37425000	0.0681681414002554	2.111212657236631
chr9	36870000	36875000	chr9	36985000	36990000	0.05860777526342531	2.111212657236631
chr9	36870000	36875000	chr9	37335000	37340000	0.0006720818586581477	3.2
chr9	36870000	36875000	chr9	37360000	37365000	0.04493009250030917	2.111212657236631
chr9	36870000	36875000	chr9	37385000	37390000	0.08487372718886443	2.111212657236631
chr9	36870000	36875000	chr9	37450000	37455000	0.17861642309456927	2.111212657236631
chr9	36900000	36905000	chr9	38185000	38190000	0.18638904236223985	2.111212657236631
chr9	36990000	36995000	chr9	37325000	37330000	0.013215447026449471	2.111212657236631
chr9	37010000	37015000	chr9	37195000	37200000	0.017156961454538374	3.6758347359905126
chr9	36995000	37000000	chr9	37295000	37300000	0.01782147584534726	2.111212657236631
chr9	37005000	37010000	chr9	37390000	37395000	0.001022560115724006	4.222425314473262
chr9	37015000	37020000	chr9	37310000	37315000	0.0009050054773999938	3.6758347359905126
chr9	37030000	37035000	chr9	37130000	37135000	0.021650416665084646	2.599207668339954
chr9	37030000	37035000	chr9	37200000	37205000	0.07448566627171337	2.111212657236631
chr9	37030000	37035000	chr9	37400000	37405000	0.08487372718886443	2.111212657236631
chr9	37075000	37080000	chr9	37115000	37120000	0.18490092281273682	2.111212657236631
chr9	37080000	37085000	chr9	37310000	37315000	0.10399853755165246	3.2
chr9	37130000	37135000	chr9	37310000	37315000	0.017051210030451788	3.6758347359905126
chr9	37140000	37145000	chr9	37190000	37195000	0.03491619882494638	2.599207668339954
chr9	37190000	37195000	chr9	37390000	37395000	0.15612302093063732	3.2
chr9	37195000	37200000	chr9	37290000	37295000	0.08371707908447855	2.111212657236631
chr9	37300000	37305000	chr9	37395000	37400000	0.09674339125549834	4.222425314473262
chr9	37480000	37485000	chr9	37790000	37795000	0.15587811706557986	3.2
chr9	37480000	37485000	chr9	37900000	37905000	0.09660307207803344	3.2
chr9	37480000	37485000	chr9	38160000	38165000	0.16496922767815186	3.2
chr9	37480000	37485000	chr9	38345000	38350000	0.1971124146841467	3.2
chr9	37480000	37485000	chr9	38395000	38400000	0.030766473125443537	3.6758347359905126
chr9	37485000	37490000	chr9	37580000	37585000	0.0071252104116906155	2.599207668339954
chr9	37485000	37490000	chr9	37740000	37745000	0.09674339125549834	2.599207668339954
chr9	37600000	37605000	chr9	38240000	38245000	0.1730412188300354	2.111212657236631
chr9	37645000	37650000	chr9	38610000	38615000	0.1590124349965848	2.111212657236631
chr9	37745000	37750000	chr9	37895000	37900000	0.1469486493735755	2.111212657236631
chr9	37745000	37750000	chr9	38360000	38365000	0.04211588733101834	3.2
chr9	37910000	37915000	chr9	38320000	38325000	0.17872069509777172	2.111212657236631
chr9	37910000	37915000	chr9	38360000	38365000	4.308785620289746e-05	2.111212657236631
chr9	37910000	37915000	chr9	38395000	38400000	0.008910405628118713	2.599207668339954
chr9	37910000	37915000	chr9	38430000	38435000	0.04371825013460454	2.599207668339954
chr9	37915000	37920000	chr9	38075000	38080000	0.0026600217208931306	3.2
chr9	37915000	37920000	chr9	38155000	38160000	0.006513785171966891	2.599207668339954
